"t1","t2","t3","t4","CF12_34","CF13_24","CF14_23","ngenes"
"BsaATCC15712","Ddi453","PcaPCC21","PstDC3000",0.09826589595375723,0.7976878612716763,0.10404624277456648,173
"BsaATCC15712","Ddi453","PcaPCC21","Pwa43316",0.9347826086956522,0.043478260869565216,0.021739130434782608,138
"BsaATCC15712","Ddi453","PcaPCC21","SCRI1043",0.958904109589041,0.0136986301369863,0.0273972602739726,146
"BsaATCC15712","Ddi453","PcaPCC21","VFI114",0.11330049261083744,0.8226600985221675,0.06403940886699508,203
"BsaATCC15712","Ddi453","PcaPCC21","VchN16961",0.08205128205128205,0.8307692307692308,0.08717948717948718,195
"BsaATCC15712","Ddi453","PcaPCC21","WPP1692",0.9776119402985075,0.007462686567164179,0.014925373134328358,134
"BsaATCC15712","Ddi453","PectoSCC3193","PstDC3000",0.1069182389937107,0.8113207547169812,0.08176100628930817,159
"BsaATCC15712","Ddi453","PectoSCC3193","Pwa43316",0.9770992366412213,0.007633587786259542,0.015267175572519083,131
"BsaATCC15712","Ddi453","PectoSCC3193","SCRI1043",0.9591836734693877,0.013605442176870748,0.027210884353741496,147
"BsaATCC15712","Ddi453","PectoSCC3193","VFI114",0.11214953271028037,0.8177570093457944,0.07009345794392523,214
"BsaATCC15712","Ddi453","PectoSCC3193","VchN16961",0.10222222222222223,0.8222222222222222,0.07555555555555556,225
"BsaATCC15712","Ddi453","PectoSCC3193","WPP1692",0.9513888888888888,0.020833333333333332,0.027777777777777776,144
