"t1","t2","t3","t4","CF12_34","CF13_24","CF14_23"
"10","7","4","15",0.9765496842960053,0.011725157851997334,0.011725157851997334
"10","7","4","5",0.9988208731164073,0.0005895634417963298,0.0005895634417963298
"10","11","3","14",0.9034153284594995,0.04829233577025027,0.04829233577025027
"10","7","4","2",0.9921152511245382,0.003942374437730859,0.003942374437730859
"10","7","5","13",0.6915349833361828,0.12262648039048077,0.18583853627333657
"10","7","9","6",0.12262648039048077,0.6915349833361828,0.18583853627333657
"10","11","9","6",0.13157823275520963,0.8233100061659195,0.045111761078870896
"10","11","13","1",0.18583853627333657,0.12262648039048077,0.6915349833361828
"10","11","9","15",0.13157823275520963,0.8233100061659195,0.045111761078870896
"10","7","8","4",0.12262648039048077,0.6915349833361828,0.18583853627333657
"10","11","4","14",0.9034153284594995,0.04829233577025027,0.04829233577025027
"10","11","3","6",0.9827039937888642,0.008648003105567887,0.008648003105567887
"10","7","5","2",0.9920407160900796,0.003979641954960178,0.003979641954960178
"10","7","2","15",0.9765496842960053,0.011725157851997334,0.011725157851997334
"10","7","2","14",0.9544222194851504,0.02278889025742483,0.02278889025742483
"10","11","5","14",0.9034153284594995,0.04829233577025027,0.04829233577025027
"10","7","4","3",0.9921152511245382,0.003942374437730859,0.003942374437730859
"10","7","8","3",0.12262648039048077,0.6915349833361828,0.18583853627333657
"10","7","8","9",0.7702499830813605,0.11487500845931978,0.11487500845931978
"10","11","4","9",0.13157823275520963,0.045111761078870896,0.8233100061659195
"10","7","9","15",0.12262648039048077,0.6915349833361828,0.18583853627333657
"10","7","9","2",0.12262648039048077,0.6915349833361828,0.18583853627333657
"10","11","2","14",0.9034153284594995,0.04829233577025027,0.04829233577025027
"10","7","6","14",0.9544222194851504,0.02278889025742483,0.02278889025742483
"10","8","4","3",0.9959432019662289,0.0020283990168855643,0.0020283990168855643
"10","11","4","15",0.9503060260020028,0.02484698699899864,0.02484698699899864
"10","7","3","14",0.9544222194851504,0.02278889025742483,0.02278889025742483
"10","7","3","1",0.9765496842960053,0.011725157851997334,0.011725157851997334
"10","7","2","1",0.9765496842960053,0.011725157851997334,0.011725157851997334
"10","11","4","13",0.18583853627333657,0.6915349833361828,0.12262648039048077
"10","11","15","14",0.91757778746545,0.04121110626727495,0.04121110626727495
"10","7","4","1",0.9765496842960053,0.011725157851997334,0.011725157851997334
"10","7","13","2",0.6915349833361828,0.18583853627333657,0.12262648039048077
"10","11","3","1",0.9503060260020028,0.02484698699899864,0.02484698699899864
"10","11","2","15",0.9503060260020028,0.02484698699899864,0.02484698699899864
"10","7","5","1",0.9765496842960053,0.011725157851997334,0.011725157851997334
"10","11","4","1",0.9503060260020028,0.02484698699899864,0.02484698699899864
"10","7","8","1",0.12262648039048077,0.6915349833361828,0.18583853627333657
"10","11","3","2",0.9967522073151236,0.0016238963424381775,0.0016238963424381775
"10","7","1","6",0.9765496842960053,0.011725157851997334,0.011725157851997334
"10","7","8","6",0.12262648039048077,0.6915349833361828,0.18583853627333657
"10","7","5","9",0.12262648039048077,0.18583853627333657,0.6915349833361828
"10","7","13","9",0.11487500845931979,0.20134148013565853,0.6837835114050218
"10","7","6","15",0.9765496842960053,0.011725157851997334,0.011725157851997334
"10","11","13","15",0.18583853627333657,0.12262648039048077,0.6915349833361828
"10","7","15","14",0.9611054067635074,0.01944729661824627,0.01944729661824627
"10","7","3","13",0.6915349833361828,0.12262648039048077,0.18583853627333657
"10","7","5","14",0.9544222194851504,0.02278889025742483,0.02278889025742483
"10","7","9","14",0.12262648039048077,0.6915349833361828,0.18583853627333657
"10","7","8","13",0.11487500845931979,0.6837835114050218,0.20134148013565853
"10","7","5","6",0.9967948008188825,0.0016025995905587353,0.0016025995905587353
"10","11","5","9",0.13157823275520963,0.045111761078870896,0.8233100061659195
"10","11","4","6",0.9932078063777315,0.0033960968111342157,0.0033960968111342157
"10","11","9","1",0.13157823275520963,0.8233100061659195,0.045111761078870896
"10","7","1","15",0.9947361892079665,0.002631905396016778,0.002631905396016778
"10","7","4","14",0.9544222194851504,0.02278889025742483,0.02278889025742483
"10","11","6","14",0.9034153284594995,0.04829233577025027,0.04829233577025027
"10","7","4","9",0.12262648039048077,0.18583853627333657,0.6915349833361828
"10","11","1","15",0.9888453665216485,0.005577316739175799,0.005577316739175799
"10","7","2","6",0.9918381088603272,0.004080945569836418,0.004080945569836418
"10","11","3","15",0.9503060260020028,0.02484698699899864,0.02484698699899864
"10","7","1","14",0.9611054067635074,0.01944729661824627,0.01944729661824627
"10","11","2","6",0.9827039937888642,0.008648003105567887,0.008648003105567887
"10","7","8","15",0.12262648039048077,0.6915349833361828,0.18583853627333657
"10","7","3","2",0.9984673843189811,0.0007663078405094385,0.0007663078405094385
"10","7","8","5",0.12262648039048077,0.6915349833361828,0.18583853627333657
"10","11","5","13",0.18583853627333657,0.6915349833361828,0.12262648039048077
"10","11","13","14",0.18583853627333657,0.12262648039048077,0.6915349833361828
"10","11","5","1",0.9503060260020028,0.02484698699899864,0.02484698699899864
"10","7","3","6",0.9918381088603272,0.004080945569836418,0.004080945569836418
"10","11","5","2",0.9831333423116823,0.008433328844158882,0.008433328844158882
"10","8","9","15",0.11202340129702816,0.11202340129702816,0.7759531974059437
"10","8","6","15",0.9879345308085405,0.006032734595729718,0.006032734595729718
"10","5","9","14",0.011725157851997334,0.9765496842960053,0.011725157851997334
"10","8","13","9",0.11097435364772382,0.7780512927045524,0.11097435364772382
"10","5","2","14",0.03922961203118186,0.03922961203118186,0.9215407759376363
"10","4","1","6",0.025239171678515922,0.9495216566429682,0.025239171678515922
"10","8","13","2",0.8310614780970805,0.11607528889288768,0.05286323301003189
"10","8","6","14",0.9765496842960053,0.011725157851997334,0.011725157851997334
"10","5","3","6",0.12262648039048077,0.6915349833361828,0.18583853627333657
"10","8","4","14",0.9765496842960053,0.011725157851997334,0.011725157851997334
"10","8","2","6",0.9958006089413546,0.002099695529322729,0.002099695529322729
"10","8","5","2",0.9959048527954417,0.002047573602279139,0.002047573602279139
"10","4","5","3",0.05286323301003189,0.11607528889288768,0.8310614780970805
"10","8","5","1",0.9879345308085405,0.006032734595729718,0.006032734595729718
"10","5","2","6",0.12262648039048077,0.6915349833361828,0.18583853627333657
"10","8","1","6",0.9879345308085405,0.006032734595729718,0.006032734595729718
"10","5","13","14",0.04952163937085331,0.9009567212582934,0.04952163937085331
"10","8","5","3",0.9959048527954417,0.002047573602279139,0.002047573602279139
"10","8","3","2",0.9992114508173324,0.0003942745913337723,0.0003942745913337723
"10","8","9","6",0.11202340129702816,0.11202340129702816,0.7759531974059437
"10","4","13","14",0.04952163937085331,0.9009567212582934,0.04952163937085331
"10","4","3","14",0.03886224475070344,0.03886224475070344,0.9222755104985931
"10","4","3","13",0.008567018532487322,0.008567018532487322,0.9828659629350254
"10","5","9","6",0.0008245567450010107,0.9983508865099979,0.0008245567450010107
"10","5","3","9",0.002047573602279139,0.002047573602279139,0.9959048527954417
"10","4","13","2",0.008567018532487322,0.9828659629350254,0.008567018532487322
"10","8","5","9",0.11202340129702816,0.7759531974059437,0.11202340129702816
"10","4","5","1",0.009284972372722532,0.009284972372722532,0.981430055254555
"10","5","13","15",0.025479478471917255,0.9490410430561655,0.025479478471917255
"10","8","3","1",0.9879345308085405,0.006032734595729718,0.006032734595729718
"10","5","13","6",0.0034825460161961854,0.9930349079676076,0.0034825460161961854
"10","4","9","2",0.0020283990168855643,0.9959432019662289,0.0020283990168855643
"10","4","13","6",0.0034825460161961854,0.9930349079676076,0.0034825460161961854
"10","4","3","9",0.0020283990168855643,0.0020283990168855643,0.9959432019662289
"10","4","5","14",0.00581166480582792,0.00581166480582792,0.9883766703883442
"10","8","2","14",0.9765496842960053,0.011725157851997334,0.011725157851997334
"10","5","13","9",0.05286323301003189,0.11607528889288768,0.8310614780970805
"10","4","5","2",0.05286323301003189,0.11607528889288768,0.8310614780970805
"10","4","9","14",0.011725157851997334,0.9765496842960053,0.011725157851997334
"10","8","3","9",0.11202340129702816,0.7759531974059437,0.11202340129702816
"10","8","15","14",0.9799882644509853,0.010005867774507342,0.010005867774507342
"10","4","2","14",0.03886224475070344,0.03886224475070344,0.9222755104985931
"10","8","3","14",0.9765496842960053,0.011725157851997334,0.011725157851997334
"10","8","3","6",0.9958006089413546,0.002099695529322729,0.002099695529322729
"10","4","9","6",0.0008245567450010107,0.9983508865099979,0.0008245567450010107
"10","4","13","15",0.025479478471917255,0.9490410430561655,0.025479478471917255
"10","8","9","2",0.11202340129702816,0.11202340129702816,0.7759531974059437
"10","4","9","1",0.006032734595729718,0.9879345308085405,0.006032734595729718
"10","8","5","14",0.9765496842960053,0.011725157851997334,0.011725157851997334
"10","8","4","2",0.9959432019662289,0.0020283990168855643,0.0020283990168855643
"10","8","2","15",0.9879345308085405,0.006032734595729718,0.006032734595729718
"10","5","1","6",0.025239171678515922,0.9495216566429682,0.025239171678515922
"10","5","3","15",0.06267496080243347,0.06267496080243347,0.8746500783951331
"10","4","5","15",0.009284972372722532,0.009284972372722532,0.981430055254555
"10","8","13","15",0.8310614780970805,0.11607528889288768,0.05286323301003189
"10","4","6","14",0.015797742834777,0.015797742834777,0.968404514330446
"10","5","3","2",0.8633559579543222,0.06832202102283888,0.06832202102283888
"10","5","2","15",0.06267496080243347,0.06267496080243347,0.8746500783951331
"10","4","3","15",0.062088038609938154,0.062088038609938154,0.8758239227801237
"10","4","2","1",0.062088038609938154,0.062088038609938154,0.8758239227801237
"10","4","5","13",0.0012811570822920855,0.0012811570822920855,0.9974376858354158
"10","4","1","15",0.7759531974059437,0.11202340129702816,0.11202340129702816
"10","5","13","1",0.025479478471917255,0.9490410430561655,0.025479478471917255
"10","8","4","1",0.9879345308085405,0.006032734595729718,0.006032734595729718
"10","4","2","6",0.11487500845931979,0.6837835114050218,0.20134148013565853
"10","4","13","1",0.025479478471917255,0.9490410430561655,0.025479478471917255
"10","5","3","1",0.06267496080243347,0.06267496080243347,0.8746500783951331
"10","8","1","14",0.9799882644509853,0.010005867774507342,0.010005867774507342
"10","5","13","2",0.008648003105567887,0.9827039937888642,0.008648003105567887
"10","4","9","15",0.006032734595729718,0.9879345308085405,0.006032734595729718
"10","4","2","15",0.062088038609938154,0.062088038609938154,0.8758239227801237
"10","8","5","13",0.8310614780970805,0.05286323301003189,0.11607528889288768
"10","8","13","14",0.8310614780970805,0.11607528889288768,0.05286323301003189
"10","5","9","2",0.002047573602279139,0.9959048527954417,0.002047573602279139
"10","4","5","6",0.12262648039048077,0.12262648039048077,0.7547470392190385
"10","5","3","13",0.008648003105567887,0.008648003105567887,0.9827039937888642
"10","5","3","14",0.03922961203118186,0.03922961203118186,0.9215407759376363
"10","5","2","1",0.06267496080243347,0.06267496080243347,0.8746500783951331
"10","4","15","14",0.18583853627333657,0.12262648039048077,0.6915349833361828
"10","8","5","15",0.9879345308085405,0.006032734595729718,0.006032734595729718
"10","8","2","1",0.9879345308085405,0.006032734595729718,0.006032734595729718
"10","4","1","14",0.18583853627333657,0.12262648039048077,0.6915349833361828
"10","4","5","9",0.00030333747456511527,0.00030333747456511527,0.9993933250508698
"10","8","1","15",0.9972917061014179,0.0013541469492910458,0.0013541469492910458
"10","8","4","6",0.9983508865099979,0.0008245567450010107,0.0008245567450010107
"10","5","9","1",0.006032734595729718,0.9879345308085405,0.006032734595729718
"10","8","4","9",0.11202340129702816,0.7759531974059437,0.11202340129702816
"10","8","13","1",0.8310614780970805,0.11607528889288768,0.05286323301003189
"10","8","9","1",0.11202340129702816,0.11202340129702816,0.7759531974059437
"10","8","9","14",0.11202340129702816,0.11202340129702816,0.7759531974059437
"10","4","3","2",0.8608973507531161,0.06955132462344193,0.06955132462344193
"10","8","5","6",0.9983508865099979,0.0008245567450010107,0.0008245567450010107
"10","8","3","13",0.8310614780970805,0.05286323301003189,0.11607528889288768
"10","4","3","1",0.062088038609938154,0.062088038609938154,0.8758239227801237
"10","8","13","6",0.8310614780970805,0.11607528889288768,0.05286323301003189
"10","5","9","15",0.006032734595729718,0.9879345308085405,0.006032734595729718
"10","8","4","15",0.9879345308085405,0.006032734595729718,0.006032734595729718
"10","8","3","15",0.9879345308085405,0.006032734595729718,0.006032734595729718
"10","4","13","9",0.05286323301003189,0.11607528889288768,0.8310614780970805
"10","4","3","6",0.11487500845931979,0.6837835114050218,0.20134148013565853
"10","4","6","15",0.025239171678515922,0.025239171678515922,0.9495216566429682
"10","3","9","14",0.011725157851997334,0.9765496842960053,0.011725157851997334
"12","11","7","4",0.7547470392190385,0.12262648039048077,0.12262648039048077
"12","11","8","3",0.7547470392190385,0.12262648039048077,0.12262648039048077
"10","3","2","14",0.007553935660510663,0.007553935660510663,0.9848921286789787
"12","11","7","2",0.7547470392190385,0.12262648039048077,0.12262648039048077
"10","13","6","15",0.9490410430561655,0.025479478471917255,0.025479478471917255
"10","13","15","14",0.9154796921668414,0.04226015391657928,0.04226015391657928
"12","11","7","9",0.9097764778422582,0.045111761078870896,0.045111761078870896
"12","11","7","15",0.7547470392190385,0.12262648039048077,0.12262648039048077
"10","13","1","15",0.9885614202001538,0.005719289899923104,0.005719289899923104
"12","11","8","1",0.7547470392190385,0.12262648039048077,0.12262648039048077
"12","11","4","15",0.9799882644509853,0.010005867774507342,0.010005867774507342
"10","13","2","1",0.9490410430561655,0.025479478471917255,0.025479478471917255
"12","11","8","14",0.7547470392190385,0.12262648039048077,0.12262648039048077
"10","3","9","2",0.0003942745913337723,0.9992114508173324,0.0003942745913337723
"12","11","8","13",0.12262648039048077,0.12262648039048077,0.7547470392190385
"10","5","15","14",0.18583853627333657,0.12262648039048077,0.6915349833361828
"12","11","7","13",0.12262648039048077,0.12262648039048077,0.7547470392190385
"12","11","7","8",0.9097764778422582,0.045111761078870896,0.045111761078870896
"12","11","5","1",0.9799882644509853,0.010005867774507342,0.010005867774507342
"12","11","8","2",0.7547470392190385,0.12262648039048077,0.12262648039048077
"10","5","1","14",0.18583853627333657,0.12262648039048077,0.6915349833361828
"10","9","6","14",0.9765496842960053,0.011725157851997334,0.011725157851997334
"10","5","6","15",0.025239171678515922,0.025239171678515922,0.9495216566429682
"10","3","2","1",0.01206850123958126,0.01206850123958126,0.9758629975208375
"10","3","13","6",0.008868141998958298,0.9822637160020834,0.008868141998958298
"12","11","8","4",0.7547470392190385,0.12262648039048077,0.12262648039048077
"12","11","7","3",0.7547470392190385,0.12262648039048077,0.12262648039048077
"12","11","4","9",0.7547470392190385,0.12262648039048077,0.12262648039048077
"10","3","13","2",0.001665233370124363,0.9966695332597513,0.001665233370124363
"12","11","8","5",0.7547470392190385,0.12262648039048077,0.12262648039048077
"10","5","1","15",0.7759531974059437,0.11202340129702816,0.11202340129702816
"10","3","9","15",0.006032734595729718,0.9879345308085405,0.006032734595729718
"10","3","2","15",0.01206850123958126,0.01206850123958126,0.9758629975208375
"12","11","4","1",0.9799882644509853,0.010005867774507342,0.010005867774507342
"10","9","2","6",0.9958006089413546,0.002099695529322729,0.002099695529322729
"10","2","6","14",0.040228219834076775,0.040228219834076775,0.9195435603318465
"10","3","1","14",0.18583853627333657,0.12262648039048077,0.6915349833361828
"10","3","6","14",0.040228219834076775,0.040228219834076775,0.9195435603318465
"10","13","9","2",0.11607528889288768,0.8310614780970805,0.05286323301003189
"10","2","1","15",0.7759531974059437,0.11202340129702816,0.11202340129702816
"10","13","2","14",0.9009567212582934,0.04952163937085331,0.04952163937085331
"10","13","2","6",0.9822637160020834,0.008868141998958298,0.008868141998958298
"12","11","4","6",0.9972647874252919,0.0013676062873540546,0.0013676062873540546
"10","3","13","15",0.025479478471917255,0.9490410430561655,0.025479478471917255
"12","11","4","3",0.9932714121482273,0.003364293925886303,0.003364293925886303
"10","3","1","6",0.0642703807330128,0.8714592385339743,0.0642703807330128
"12","11","5","14",0.9611054067635074,0.01944729661824627,0.01944729661824627
"12","11","8","9",0.9877895740741772,0.006105212962911393,0.006105212962911393
"10","9","1","14",0.9799882644509853,0.010005867774507342,0.010005867774507342
"10","3","9","1",0.006032734595729718,0.9879345308085405,0.006032734595729718
"10","2","1","14",0.18583853627333657,0.12262648039048077,0.6915349833361828
"12","11","7","1",0.7547470392190385,0.12262648039048077,0.12262648039048077
"12","11","4","2",0.9932714121482273,0.003364293925886303,0.003364293925886303
"10","2","6","15",0.0642703807330128,0.0642703807330128,0.8714592385339743
"10","3","13","1",0.025479478471917255,0.9490410430561655,0.025479478471917255
"10","9","2","1",0.9879345308085405,0.006032734595729718,0.006032734595729718
"12","11","7","14",0.7547470392190385,0.12262648039048077,0.12262648039048077
"10","9","1","15",0.9972917061014179,0.0013541469492910458,0.0013541469492910458
"10","9","15","14",0.9799882644509853,0.010005867774507342,0.010005867774507342
"12","11","5","15",0.9799882644509853,0.010005867774507342,0.010005867774507342
"10","2","1","6",0.0642703807330128,0.8714592385339743,0.0642703807330128
"10","13","1","14",0.9154796921668414,0.04226015391657928,0.04226015391657928
"12","11","8","6",0.7547470392190385,0.12262648039048077,0.12262648039048077
"10","13","9","14",0.11607528889288768,0.8310614780970805,0.05286323301003189
"10","9","2","14",0.9765496842960053,0.011725157851997334,0.011725157851997334
"10","1","15","14",0.045111761078870896,0.045111761078870896,0.9097764778422582
"10","9","2","15",0.9879345308085405,0.006032734595729718,0.006032734595729718
"10","9","1","6",0.9879345308085405,0.006032734595729718,0.006032734595729718
"12","11","5","13",0.12262648039048077,0.12262648039048077,0.7547470392190385
"10","13","6","14",0.9009567212582934,0.04952163937085331,0.04952163937085331
"10","6","15","14",0.18583853627333657,0.12262648039048077,0.6915349833361828
"10","3","2","6",0.06565066981184597,0.06565066981184597,0.868698660376308
"10","3","6","15",0.0642703807330128,0.0642703807330128,0.8714592385339743
"12","11","5","9",0.7547470392190385,0.12262648039048077,0.12262648039048077
"10","13","9","1",0.11607528889288768,0.8310614780970805,0.05286323301003189
"12","11","5","2",0.9932078063777315,0.0033960968111342157,0.0033960968111342157
"10","3","13","9",0.05286323301003189,0.11607528889288768,0.8310614780970805
"10","1","6","14",0.12262648039048077,0.18583853627333657,0.6915349833361828
"12","11","3","9",0.7547470392190385,0.12262648039048077,0.12262648039048077
